estimate_train	subscribed
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.05592047952525985	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.04734263225467688	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	1.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	1.0
0.027234256842491544	0.0
0.03887097946979554	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03887097946979554	0.0
0.03887097946979554	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.027234256842491544	1.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03887097946979554	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.05592047952525985	0.0
0.04734263225467688	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.04734263225467688	0.0
0.03938885866111072	0.0
0.03938885866111072	1.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03887097946979554	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.04734263225467688	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	1.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03887097946979554	0.0
0.027234256842491544	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.027234256842491544	0.0
0.03938885866111072	0.0
0.03938885866111072	0.0
