row_id	score
0	0.03938885866111072
1	0.027234256842491544
2	0.03938885866111072
3	0.03938885866111072
4	0.03938885866111072
5	0.027234256842491544
6	0.05592047952525985
7	0.027234256842491544
8	0.04734263225467688
9	0.04734263225467688
10	0.027234256842491544
11	0.04734263225467688
12	0.03938885866111072
13	0.03938885866111072
14	0.03938885866111072
15	0.027234256842491544
16	0.03938885866111072
17	0.027234256842491544
18	0.03938885866111072
19	0.027234256842491544
20	0.03938885866111072
21	0.027234256842491544
22	0.03938885866111072
23	0.03938885866111072
24	0.03938885866111072
25	0.03938885866111072
26	0.05592047952525985
27	0.027234256842491544
28	0.027234256842491544
29	0.027234256842491544
30	0.03938885866111072
31	0.05592047952525985
32	0.03938885866111072
33	0.027234256842491544
34	0.03938885866111072
35	0.027234256842491544
36	0.03938885866111072
37	0.03938885866111072
38	0.03938885866111072
39	0.03938885866111072
40	0.05592047952525985
41	0.03938885866111072
42	0.03938885866111072
43	0.03938885866111072
44	0.027234256842491544
45	0.027234256842491544
46	0.03938885866111072
47	0.03938885866111072
48	0.03938885866111072
49	0.03938885866111072
50	0.03938885866111072
51	0.03938885866111072
52	0.05592047952525985
53	0.03938885866111072
54	0.027234256842491544
55	0.027234256842491544
56	0.027234256842491544
57	0.027234256842491544
58	0.027234256842491544
59	0.04734263225467688
60	0.027234256842491544
61	0.03938885866111072
62	0.027234256842491544
63	0.027234256842491544
64	0.03938885866111072
65	0.03938885866111072
66	0.03938885866111072
67	0.03938885866111072
68	0.03938885866111072
69	0.027234256842491544
70	0.03938885866111072
71	0.03938885866111072
72	0.027234256842491544
73	0.027234256842491544
74	0.027234256842491544
75	0.027234256842491544
76	0.03938885866111072
77	0.027234256842491544
78	0.027234256842491544
79	0.027234256842491544
80	0.027234256842491544
81	0.027234256842491544
82	0.027234256842491544
83	0.027234256842491544
84	0.03938885866111072
85	0.03938885866111072
86	0.03938885866111072
87	0.03938885866111072
88	0.03938885866111072
89	0.03938885866111072
90	0.03938885866111072
91	0.027234256842491544
92	0.03887097946979554
93	0.03938885866111072
94	0.03938885866111072
95	0.03938885866111072
96	0.03938885866111072
97	0.027234256842491544
98	0.03938885866111072
99	0.03938885866111072
100	0.03938885866111072
101	0.03938885866111072
102	0.03938885866111072
103	0.03938885866111072
104	0.03938885866111072
105	0.027234256842491544
106	0.03938885866111072
107	0.03938885866111072
108	0.027234256842491544
109	0.027234256842491544
110	0.03887097946979554
111	0.03887097946979554
112	0.03938885866111072
113	0.027234256842491544
114	0.03938885866111072
115	0.03938885866111072
116	0.03938885866111072
117	0.027234256842491544
118	0.03938885866111072
119	0.027234256842491544
120	0.027234256842491544
121	0.03938885866111072
122	0.03938885866111072
123	0.03938885866111072
124	0.03938885866111072
125	0.03938885866111072
126	0.03938885866111072
127	0.03938885866111072
128	0.03938885866111072
129	0.027234256842491544
130	0.03938885866111072
131	0.027234256842491544
132	0.03938885866111072
133	0.03938885866111072
134	0.03938885866111072
135	0.03938885866111072
136	0.027234256842491544
137	0.027234256842491544
138	0.03938885866111072
139	0.027234256842491544
140	0.03938885866111072
141	0.03938885866111072
142	0.03938885866111072
143	0.03938885866111072
144	0.027234256842491544
145	0.027234256842491544
146	0.027234256842491544
147	0.03938885866111072
148	0.027234256842491544
149	0.03938885866111072
150	0.03887097946979554
151	0.027234256842491544
152	0.027234256842491544
153	0.027234256842491544
154	0.03938885866111072
155	0.03938885866111072
156	0.027234256842491544
157	0.027234256842491544
158	0.03938885866111072
159	0.05592047952525985
160	0.04734263225467688
